,arena,time,area,perimeter,circularity,rectangularity,total_hole_area,solidity,convexity,eccentricity,euler_number,standard_deviation_x,standard_deviation_y,skewness_x,skewness_y,kurtosis_x,kurtosis_y,major_axis_len,minor_axis_len,axes_orientation,network_detection,cluster_number,mean_cluster_area
15,8,15,452.6047493710118,119.50108950607945,0.3982770129243739,0.7479639192017925,0.12466733215012031,0.8979822564183089,0.6836627088471093,0.1982806037530238,-1.0,48.2046264237423,48.81600886374218,-0.009293113841086146,-0.10701126635393801,2.0527143368276266,2.3657023225809537,21.18730946852632,20.76664172024741,1.1252131489299002,0.0,7.0,4.247594102543385
16,8,16,453.16575236568735,119.50108950607945,0.3987706767608041,0.7488910195010373,0.12466733215012031,0.8979822564183089,0.6836627088471093,0.188442299214648,-1.0,48.34675511983398,48.785856658515485,-0.017349502404279342,-0.10693865559078652,2.066803671856358,2.368600590952741,21.191007872096794,20.811355350824744,1.0472932433848658,0.0,7.0,2.7671695332607062
17,8,17,456.2980190859591,124.80987504759578,0.36809553595282757,0.7203434749804702,0.12466733215012031,0.8777299268954314,0.6607179243889165,0.13006988030068387,-1.0,48.590483237113425,49.00617201372481,-0.016638974986653024,-0.10376955288558604,2.0590019044998913,2.349891426163891,21.192174471276363,21.01214332857523,1.543292919917881,0.0,19.0,2.051269721759545
18,8,18,457.38885824227265,124.80987504759578,0.3689755157184332,0.7220655487910858,0.12466733215012031,0.8777299268954314,0.6607179243889165,0.07451007649317631,-1.0,48.81991563161922,48.948250395173616,-0.0060642491327230885,-0.10451431586792681,2.074045871022715,2.3554904590431684,21.16866262566645,21.109819263833817,1.401351106829768,0.0,13.0,1.7237656118449327
19,8,19,459.8198712192,124.80987504759578,0.3709366134817828,0.7259033132833147,0.12466733215012031,0.8777299268954314,0.6607179243889165,0.14451900034217327,-1.0,49.13874651127987,48.98233174605288,-0.0013902511241953945,-0.09354383305707986,2.0728654051582858,2.342776959661172,21.327227153729833,21.103334467684768,-0.6319454384447685,0.0,17.0,2.0120940740405446
20,8,20,461.4872967867079,130.72141030736358,0.33937212322114535,0.7285356261081126,0.12466733215012031,0.8674145766960093,0.6347912981785915,0.13681505888653694,-1.0,49.389602459664275,48.96333176214419,-0.007118317798798874,-0.08626123821757321,2.0758653260032407,2.3390643583550172,21.366100016897054,21.165186201641106,-0.20454420870972406,0.0,8.0,3.005651461056807
21,8,21,462.3132178622024,134.57502930185765,0.3207873311214198,0.7135973498781224,0.12466733215012031,0.8624432218507803,0.6196454263009371,0.1378405765849539,-1.0,49.47451366790799,49.00277998149082,-0.006853666993035081,-0.08320452503837397,2.0731584376626957,2.3330096105057976,21.3946810821363,21.190456629671125,0.023719795207790637,0.0,9.0,4.481097994507102
22,8,22,463.7468921819288,140.10319226333368,0.29688948375328694,0.6890973624478008,0.12466733215012031,0.8422580409889869,0.6009262293724124,0.1743255240606201,-1.0,49.69661633418269,48.94675920360307,-0.001300422785766337,-0.07894913755776463,2.076708556630967,2.3361797625705814,21.493010445977525,21.163911154184788,-0.08580141795594648,0.0,18.0,2.0544137443905246
23,8,23,463.9650600131915,147.01339596517872,0.2697623403265326,0.6569046741158434,0.12466733215012031,0.830901828281816,0.5762106044804238,0.1775621538794884,-1.0,49.718068610899735,48.94578077872687,-0.0014273754383263594,-0.07797956619734615,2.0759365296438985,2.3355213294972645,21.50372703108258,21.1620239524772,-0.1066061534937721,0.0,18.0,3.927886708090943
24,8,24,464.0897273453416,152.6752641144272,0.25019259952079553,0.6570811842892531,0.12466733215012031,0.8291559737667522,0.5559566671960385,0.18048451833712598,-1.0,49.74037242521098,48.93949395181213,-0.0006761542015940277,-0.07815419817510857,2.0767151004889515,2.3361119675750626,21.51298576047454,21.159695752389556,-0.09941764354360332,0.0,17.0,3.855520581054456
